user_id,title,genre,watch_count,watch_hours,last_watched,rating,liked,device,age_group,viewing_history
U90,Interstellar,Sci-Fi,19,53.5,2025-04-26 10:31:25,,False,smart-tv,26-35,"[{""timestamp"": ""2025-04-03 10:31"", ""duration_min"": 119}, {""timestamp"": ""2025-03-27 10:31"", ""duration_min"": 36}, {""timestamp"": ""2025-04-03 10:31"", ""duration_min"": 167}]"
U91,Inception,Sci-Fi,7,17.3,2025-04-12 10:31:25,2.0,False,smart-tv,26-35,"[{""timestamp"": ""2025-02-16 10:31"", ""duration_min"": 116}, {""timestamp"": ""2025-04-05 10:31"", ""duration_min"": 130}, {""timestamp"": ""2025-02-11 10:31"", ""duration_min"": 82}, {""timestamp"": ""2025-02-21 10:31"", ""duration_min"": 50}, {""timestamp"": ""2025-03-08 10:31"", ""duration_min"": 62}]"
U92,The Godfather,Crime,2,5.8,2025-04-20 10:31:25,1.0,False,mobile,18-25,"[{""timestamp"": ""2025-03-28 10:31"", ""duration_min"": 168}, {""timestamp"": ""2025-04-07 10:31"", ""duration_min"": 74}, {""timestamp"": ""2025-03-05 10:31"", ""duration_min"": 104}, {""timestamp"": ""2025-03-27 10:31"", ""duration_min"": 80}]"
U93,Forrest Gump,Drama,2,4.7,2025-04-07 10:31:25,5.0,False,gaming-console,46-55,"[{""timestamp"": ""2025-03-13 10:31"", ""duration_min"": 106}, {""timestamp"": ""2025-03-29 10:31"", ""duration_min"": 67}, {""timestamp"": ""2025-02-25 10:31"", ""duration_min"": 93}]"
U94,The Shawshank Redemption,Drama,9,21.3,2025-06-19 10:31:25,2.0,True,mobile,18-25,"[{""timestamp"": ""2025-06-04 10:31"", ""duration_min"": 111}, {""timestamp"": ""2025-04-27 10:31"", ""duration_min"": 39}, {""timestamp"": ""2025-05-24 10:31"", ""duration_min"": 113}, {""timestamp"": ""2025-05-10 10:31"", ""duration_min"": 114}]"
U95,The Matrix,Sci-Fi,10,22.7,2025-05-22 10:31:25,5.0,False,tablet,46-55,"[{""timestamp"": ""2025-04-30 10:31"", ""duration_min"": 52}, {""timestamp"": ""2025-04-23 10:31"", ""duration_min"": 42}, {""timestamp"": ""2025-04-20 10:31"", ""duration_min"": 25}, {""timestamp"": ""2025-03-30 10:31"", ""duration_min"": 51}, {""timestamp"": ""2025-03-24 10:31"", ""duration_min"": 58}]"
U96,Mad Max: Fury Road,Action,4,8.0,2025-05-24 10:31:25,5.0,False,mobile,46-55,"[{""timestamp"": ""2025-04-29 10:31"", ""duration_min"": 108}, {""timestamp"": ""2025-05-09 10:31"", ""duration_min"": 47}, {""timestamp"": ""2025-03-25 10:31"", ""duration_min"": 97}, {""timestamp"": ""2025-04-29 10:31"", ""duration_min"": 79}, {""timestamp"": ""2025-04-01 10:31"", ""duration_min"": 115}]"
U97,Mad Max: Fury Road,Action,19,38.0,2025-05-24 10:31:25,,False,tablet,36-45,"[{""timestamp"": ""2025-04-21 10:31"", ""duration_min"": 97}, {""timestamp"": ""2025-05-09 10:31"", ""duration_min"": 119}, {""timestamp"": ""2025-04-19 10:31"", ""duration_min"": 67}]"
U98,Mad Max: Fury Road,Action,20,40.0,2025-05-05 10:31:25,2.0,True,mobile,56+,"[{""timestamp"": ""2025-05-04 10:31"", ""duration_min"": 59}, {""timestamp"": ""2025-04-06 10:31"", ""duration_min"": 70}, {""timestamp"": ""2025-04-30 10:31"", ""duration_min"": 106}]"
U99,The Silence of the Lambs,Thriller,18,35.4,2025-06-06 10:31:25,1.0,False,gaming-console,46-55,"[{""timestamp"": ""2025-04-29 10:31"", ""duration_min"": 32}, {""timestamp"": ""2025-05-08 10:31"", ""duration_min"": 115}, {""timestamp"": ""2025-04-20 10:31"", ""duration_min"": 77}]"
U100,The Dark Knight,Action,3,7.6,2025-05-11 10:31:25,4.0,False,gaming-console,36-45,"[{""timestamp"": ""2025-03-22 10:31"", ""duration_min"": 87}]"
U101,The Shawshank Redemption,Drama,5,11.8,2025-04-13 10:31:25,5.0,True,smart-tv,56+,"[{""timestamp"": ""2025-03-05 10:31"", ""duration_min"": 108}]"
U102,Se7en,Thriller,8,16.9,2025-05-25 10:31:25,,True,mobile,56+,"[{""timestamp"": ""2025-04-13 10:31"", ""duration_min"": 53}]"
U103,The Dark Knight,Action,4,10.1,2025-04-11 10:31:25,3.0,False,laptop,18-25,"[{""timestamp"": ""2025-03-07 10:31"", ""duration_min"": 51}, {""timestamp"": ""2025-02-22 10:31"", ""duration_min"": 76}, {""timestamp"": ""2025-03-06 10:31"", ""duration_min"": 125}]"
U104,The Matrix,Sci-Fi,16,36.3,2025-05-20 10:31:25,2.0,False,mobile,56+,"[{""timestamp"": ""2025-03-27 10:31"", ""duration_min"": 76}]"
U105,The Godfather,Crime,17,49.6,2025-05-29 10:31:25,3.0,True,mobile,26-35,"[{""timestamp"": ""2025-04-16 10:31"", ""duration_min"": 175}]"
U106,The Dark Knight,Action,2,5.1,2025-04-24 10:31:25,3.0,False,smart-tv,56+,"[{""timestamp"": ""2025-04-03 10:31"", ""duration_min"": 94}, {""timestamp"": ""2025-02-28 10:31"", ""duration_min"": 49}, {""timestamp"": ""2025-02-25 10:31"", ""duration_min"": 39}]"
U107,Interstellar,Sci-Fi,5,14.1,2025-05-12 10:31:25,1.0,False,mobile,26-35,"[{""timestamp"": ""2025-05-10 10:31"", ""duration_min"": 49}, {""timestamp"": ""2025-03-15 10:31"", ""duration_min"": 81}, {""timestamp"": ""2025-03-29 10:31"", ""duration_min"": 163}, {""timestamp"": ""2025-03-19 10:31"", ""duration_min"": 113}, {""timestamp"": ""2025-04-12 10:31"", ""duration_min"": 129}]"
U108,The Dark Knight,Action,14,35.5,2025-04-14 10:31:25,,False,mobile,46-55,"[{""timestamp"": ""2025-03-14 10:31"", ""duration_min"": 85}, {""timestamp"": ""2025-04-11 10:31"", ""duration_min"": 54}, {""timestamp"": ""2025-03-23 10:31"", ""duration_min"": 69}, {""timestamp"": ""2025-02-24 10:31"", ""duration_min"": 105}, {""timestamp"": ""2025-04-11 10:31"", ""duration_min"": 138}]"
U109,The Shawshank Redemption,Drama,1,2.4,2025-05-17 10:31:25,1.0,False,mobile,46-55,"[{""timestamp"": ""2025-04-25 10:31"", ""duration_min"": 126}, {""timestamp"": ""2025-03-31 10:31"", ""duration_min"": 20}]"
U110,The Matrix,Sci-Fi,7,15.9,2025-06-20 10:31:25,3.0,True,mobile,36-45,"[{""timestamp"": ""2025-06-18 10:31"", ""duration_min"": 65}]"
U111,The Matrix,Sci-Fi,4,9.1,2025-04-07 10:31:25,,False,tablet,46-55,"[{""timestamp"": ""2025-03-06 10:31"", ""duration_min"": 92}, {""timestamp"": ""2025-03-27 10:31"", ""duration_min"": 103}, {""timestamp"": ""2025-03-04 10:31"", ""duration_min"": 47}]"
U112,The Silence of the Lambs,Thriller,9,17.7,2025-06-04 10:31:25,2.0,False,smart-tv,36-45,"[{""timestamp"": ""2025-04-07 10:31"", ""duration_min"": 78}, {""timestamp"": ""2025-06-01 10:31"", ""duration_min"": 114}, {""timestamp"": ""2025-05-14 10:31"", ""duration_min"": 71}, {""timestamp"": ""2025-05-03 10:31"", ""duration_min"": 46}, {""timestamp"": ""2025-05-05 10:31"", ""duration_min"": 22}]"
U113,Forrest Gump,Drama,3,7.1,2025-03-25 10:31:25,2.0,False,gaming-console,36-45,"[{""timestamp"": ""2025-03-06 10:31"", ""duration_min"": 86}, {""timestamp"": ""2025-02-20 10:31"", ""duration_min"": 54}, {""timestamp"": ""2025-03-02 10:31"", ""duration_min"": 111}, {""timestamp"": ""2025-01-25 10:31"", ""duration_min"": 97}, {""timestamp"": ""2025-02-06 10:31"", ""duration_min"": 93}]"
U114,Forrest Gump,Drama,3,7.1,2025-05-14 10:31:25,2.0,True,gaming-console,46-55,"[{""timestamp"": ""2025-04-20 10:31"", ""duration_min"": 31}, {""timestamp"": ""2025-03-21 10:31"", ""duration_min"": 42}, {""timestamp"": ""2025-04-05 10:31"", ""duration_min"": 47}, {""timestamp"": ""2025-04-27 10:31"", ""duration_min"": 134}]"
U115,Inception,Sci-Fi,18,44.4,2025-05-31 10:31:25,,True,mobile,36-45,"[{""timestamp"": ""2025-04-18 10:31"", ""duration_min"": 45}, {""timestamp"": ""2025-04-17 10:31"", ""duration_min"": 61}, {""timestamp"": ""2025-04-10 10:31"", ""duration_min"": 148}, {""timestamp"": ""2025-05-27 10:31"", ""duration_min"": 43}]"
U116,Mad Max: Fury Road,Action,9,18.0,2025-04-14 10:31:25,2.0,False,smart-tv,26-35,"[{""timestamp"": ""2025-04-10 10:31"", ""duration_min"": 70}]"
U117,Inception,Sci-Fi,10,24.7,2025-04-28 10:31:25,5.0,True,smart-tv,36-45,"[{""timestamp"": ""2025-03-28 10:31"", ""duration_min"": 95}, {""timestamp"": ""2025-03-06 10:31"", ""duration_min"": 48}]"
U118,The Dark Knight,Action,3,7.6,2025-04-08 10:31:25,1.0,True,mobile,36-45,"[{""timestamp"": ""2025-03-21 10:31"", ""duration_min"": 23}, {""timestamp"": ""2025-03-18 10:31"", ""duration_min"": 81}, {""timestamp"": ""2025-02-11 10:31"", ""duration_min"": 45}, {""timestamp"": ""2025-03-02 10:31"", ""duration_min"": 30}, {""timestamp"": ""2025-03-18 10:31"", ""duration_min"": 137}]"
U119,Inception,Sci-Fi,19,46.9,2025-05-08 10:31:25,,True,laptop,36-45,"[{""timestamp"": ""2025-04-13 10:31"", ""duration_min"": 126}, {""timestamp"": ""2025-05-06 10:31"", ""duration_min"": 25}, {""timestamp"": ""2025-04-15 10:31"", ""duration_min"": 123}, {""timestamp"": ""2025-04-21 10:31"", ""duration_min"": 146}]"
U120,The Dark Knight,Action,6,15.2,2025-06-16 10:31:25,2.0,True,smart-tv,18-25,"[{""timestamp"": ""2025-05-21 10:31"", ""duration_min"": 99}, {""timestamp"": ""2025-04-21 10:31"", ""duration_min"": 87}, {""timestamp"": ""2025-05-11 10:31"", ""duration_min"": 77}, {""timestamp"": ""2025-05-17 10:31"", ""duration_min"": 26}, {""timestamp"": ""2025-05-27 10:31"", ""duration_min"": 110}]"
U121,The Dark Knight,Action,1,2.5,2025-05-25 10:31:25,3.0,True,mobile,56+,"[{""timestamp"": ""2025-05-18 10:31"", ""duration_min"": 84}, {""timestamp"": ""2025-04-10 10:31"", ""duration_min"": 59}, {""timestamp"": ""2025-05-18 10:31"", ""duration_min"": 93}, {""timestamp"": ""2025-04-14 10:31"", ""duration_min"": 142}]"
U122,The Godfather,Crime,7,20.4,2025-04-27 10:31:25,3.0,False,laptop,36-45,"[{""timestamp"": ""2025-03-19 10:31"", ""duration_min"": 125}, {""timestamp"": ""2025-04-11 10:31"", ""duration_min"": 124}, {""timestamp"": ""2025-04-02 10:31"", ""duration_min"": 144}]"
U123,The Shawshank Redemption,Drama,12,28.4,2025-04-26 10:31:25,5.0,True,gaming-console,46-55,"[{""timestamp"": ""2025-03-18 10:31"", ""duration_min"": 135}, {""timestamp"": ""2025-04-18 10:31"", ""duration_min"": 51}, {""timestamp"": ""2025-03-30 10:31"", ""duration_min"": 32}, {""timestamp"": ""2025-04-20 10:31"", ""duration_min"": 83}]"
U124,Se7en,Thriller,5,10.6,2025-05-23 10:31:25,3.0,True,tablet,26-35,"[{""timestamp"": ""2025-05-21 10:31"", ""duration_min"": 68}, {""timestamp"": ""2025-05-17 10:31"", ""duration_min"": 124}]"
U125,Se7en,Thriller,19,40.2,2025-03-26 10:31:25,4.0,False,gaming-console,36-45,"[{""timestamp"": ""2025-03-18 10:31"", ""duration_min"": 33}, {""timestamp"": ""2025-02-28 10:31"", ""duration_min"": 50}, {""timestamp"": ""2025-02-06 10:31"", ""duration_min"": 99}, {""timestamp"": ""2025-03-10 10:31"", ""duration_min"": 126}]"
U126,Inception,Sci-Fi,4,9.9,2025-03-28 10:31:25,,False,smart-tv,56+,"[{""timestamp"": ""2025-03-16 10:31"", ""duration_min"": 114}, {""timestamp"": ""2025-02-27 10:31"", ""duration_min"": 69}, {""timestamp"": ""2025-02-19 10:31"", ""duration_min"": 79}]"
U127,Se7en,Thriller,13,27.5,2025-04-18 10:31:25,3.0,False,gaming-console,56+,"[{""timestamp"": ""2025-03-15 10:31"", ""duration_min"": 85}, {""timestamp"": ""2025-03-21 10:31"", ""duration_min"": 104}, {""timestamp"": ""2025-04-04 10:31"", ""duration_min"": 58}, {""timestamp"": ""2025-03-14 10:31"", ""duration_min"": 52}]"
U128,Forrest Gump,Drama,8,18.9,2025-05-23 10:31:25,4.0,False,laptop,26-35,"[{""timestamp"": ""2025-04-13 10:31"", ""duration_min"": 50}, {""timestamp"": ""2025-04-20 10:31"", ""duration_min"": 74}, {""timestamp"": ""2025-03-27 10:31"", ""duration_min"": 30}, {""timestamp"": ""2025-03-28 10:31"", ""duration_min"": 74}]"
U129,Se7en,Thriller,19,40.2,2025-04-05 10:31:25,4.0,False,laptop,56+,"[{""timestamp"": ""2025-03-21 10:31"", ""duration_min"": 105}, {""timestamp"": ""2025-04-03 10:31"", ""duration_min"": 95}]"
U130,The Godfather,Crime,20,58.3,2025-05-25 10:31:25,3.0,True,tablet,56+,"[{""timestamp"": ""2025-04-23 10:31"", ""duration_min"": 145}, {""timestamp"": ""2025-04-25 10:31"", ""duration_min"": 104}]"
U131,Se7en,Thriller,11,23.3,2025-04-05 10:31:25,2.0,False,mobile,56+,"[{""timestamp"": ""2025-04-04 10:31"", ""duration_min"": 44}]"
U132,The Silence of the Lambs,Thriller,3,5.9,2025-06-20 10:31:25,5.0,True,laptop,56+,"[{""timestamp"": ""2025-05-16 10:31"", ""duration_min"": 80}, {""timestamp"": ""2025-06-04 10:31"", ""duration_min"": 77}, {""timestamp"": ""2025-06-08 10:31"", ""duration_min"": 111}, {""timestamp"": ""2025-06-16 10:31"", ""duration_min"": 70}]"
U133,The Godfather,Crime,1,2.9,2025-04-07 10:31:25,2.0,True,mobile,18-25,"[{""timestamp"": ""2025-03-18 10:31"", ""duration_min"": 115}]"
U134,Interstellar,Sci-Fi,1,2.8,2025-04-18 10:31:25,2.0,False,mobile,36-45,"[{""timestamp"": ""2025-03-11 10:31"", ""duration_min"": 43}, {""timestamp"": ""2025-02-27 10:31"", ""duration_min"": 147}, {""timestamp"": ""2025-03-16 10:31"", ""duration_min"": 66}]"
U135,Interstellar,Sci-Fi,17,47.9,2025-04-15 10:31:25,3.0,True,laptop,18-25,"[{""timestamp"": ""2025-03-21 10:31"", ""duration_min"": 113}, {""timestamp"": ""2025-02-14 10:31"", ""duration_min"": 100}, {""timestamp"": ""2025-03-30 10:31"", ""duration_min"": 100}, {""timestamp"": ""2025-03-11 10:31"", ""duration_min"": 157}, {""timestamp"": ""2025-03-09 10:31"", ""duration_min"": 38}]"
U136,The Shawshank Redemption,Drama,19,45.0,2025-04-09 10:31:25,,False,tablet,26-35,"[{""timestamp"": ""2025-03-25 10:31"", ""duration_min"": 66}, {""timestamp"": ""2025-02-15 10:31"", ""duration_min"": 126}, {""timestamp"": ""2025-03-30 10:31"", ""duration_min"": 30}, {""timestamp"": ""2025-03-27 10:31"", ""duration_min"": 44}]"
U137,Mad Max: Fury Road,Action,19,38.0,2025-05-04 10:31:25,,True,tablet,36-45,"[{""timestamp"": ""2025-04-24 10:31"", ""duration_min"": 104}, {""timestamp"": ""2025-03-06 10:31"", ""duration_min"": 60}]"
U138,Mad Max: Fury Road,Action,9,18.0,2025-04-04 10:31:25,2.0,False,gaming-console,46-55,"[{""timestamp"": ""2025-03-14 10:31"", ""duration_min"": 32}, {""timestamp"": ""2025-04-01 10:31"", ""duration_min"": 25}, {""timestamp"": ""2025-02-16 10:31"", ""duration_min"": 70}]"
U139,The Dark Knight,Action,2,5.1,2025-04-29 10:31:25,2.0,False,gaming-console,18-25,"[{""timestamp"": ""2025-04-10 10:31"", ""duration_min"": 108}, {""timestamp"": ""2025-04-13 10:31"", ""duration_min"": 62}, {""timestamp"": ""2025-04-18 10:31"", ""duration_min"": 33}]"
U140,The Godfather,Crime,2,5.8,2025-04-30 10:31:25,3.0,True,tablet,46-55,"[{""timestamp"": ""2025-03-13 10:31"", ""duration_min"": 118}]"
U141,The Matrix,Sci-Fi,20,45.3,2025-05-15 10:31:25,3.0,False,laptop,26-35,"[{""timestamp"": ""2025-04-03 10:31"", ""duration_min"": 85}, {""timestamp"": ""2025-03-23 10:31"", ""duration_min"": 74}, {""timestamp"": ""2025-04-27 10:31"", ""duration_min"": 22}, {""timestamp"": ""2025-04-11 10:31"", ""duration_min"": 92}]"
U142,Se7en,Thriller,17,36.0,2025-04-19 10:31:25,1.0,True,tablet,26-35,"[{""timestamp"": ""2025-04-06 10:31"", ""duration_min"": 75}, {""timestamp"": ""2025-04-10 10:31"", ""duration_min"": 96}, {""timestamp"": ""2025-03-04 10:31"", ""duration_min"": 40}, {""timestamp"": ""2025-03-22 10:31"", ""duration_min"": 110}, {""timestamp"": ""2025-03-15 10:31"", ""duration_min"": 121}]"
U143,The Godfather,Crime,8,23.3,2025-04-08 10:31:25,4.0,False,gaming-console,18-25,"[{""timestamp"": ""2025-03-18 10:31"", ""duration_min"": 37}, {""timestamp"": ""2025-02-16 10:31"", ""duration_min"": 22}, {""timestamp"": ""2025-02-20 10:31"", ""duration_min"": 93}, {""timestamp"": ""2025-03-05 10:31"", ""duration_min"": 132}, {""timestamp"": ""2025-03-13 10:31"", ""duration_min"": 61}]"
U144,The Shawshank Redemption,Drama,10,23.7,2025-04-07 10:31:25,,False,mobile,18-25,"[{""timestamp"": ""2025-02-10 10:31"", ""duration_min"": 111}, {""timestamp"": ""2025-03-23 10:31"", ""duration_min"": 91}, {""timestamp"": ""2025-03-19 10:31"", ""duration_min"": 52}, {""timestamp"": ""2025-04-01 10:31"", ""duration_min"": 25}, {""timestamp"": ""2025-03-26 10:31"", ""duration_min"": 59}]"
U145,Forrest Gump,Drama,1,2.4,2025-05-22 10:31:25,,False,tablet,56+,"[{""timestamp"": ""2025-04-10 10:31"", ""duration_min"": 56}, {""timestamp"": ""2025-05-13 10:31"", ""duration_min"": 42}, {""timestamp"": ""2025-04-23 10:31"", ""duration_min"": 106}, {""timestamp"": ""2025-05-11 10:31"", ""duration_min"": 132}, {""timestamp"": ""2025-05-06 10:31"", ""duration_min"": 31}]"
U146,Forrest Gump,Drama,18,42.6,2025-05-26 10:31:25,2.0,False,laptop,18-25,"[{""timestamp"": ""2025-05-10 10:31"", ""duration_min"": 29}, {""timestamp"": ""2025-05-07 10:31"", ""duration_min"": 40}, {""timestamp"": ""2025-05-09 10:31"", ""duration_min"": 69}]"
U147,The Dark Knight,Action,14,35.5,2025-05-15 10:31:25,4.0,False,tablet,56+,"[{""timestamp"": ""2025-03-29 10:31"", ""duration_min"": 137}]"
U148,The Shawshank Redemption,Drama,19,45.0,2025-05-20 10:31:25,4.0,False,mobile,18-25,"[{""timestamp"": ""2025-04-24 10:31"", ""duration_min"": 81}]"
U149,Inception,Sci-Fi,19,46.9,2025-04-16 10:31:25,3.0,True,mobile,56+,"[{""timestamp"": ""2025-02-27 10:31"", ""duration_min"": 35}, {""timestamp"": ""2025-03-09 10:31"", ""duration_min"": 73}, {""timestamp"": ""2025-04-12 10:31"", ""duration_min"": 135}, {""timestamp"": ""2025-02-19 10:31"", ""duration_min"": 96}, {""timestamp"": ""2025-03-10 10:31"", ""duration_min"": 25}]"
U150,The Dark Knight,Action,1,2.5,2025-04-14 10:31:25,3.0,False,mobile,46-55,"[{""timestamp"": ""2025-04-06 10:31"", ""duration_min"": 135}, {""timestamp"": ""2025-03-10 10:31"", ""duration_min"": 44}]"
U151,Se7en,Thriller,12,25.4,2025-05-29 10:31:25,4.0,True,gaming-console,36-45,"[{""timestamp"": ""2025-05-06 10:31"", ""duration_min"": 62}]"
U152,The Dark Knight,Action,6,15.2,2025-05-28 10:31:25,2.0,True,laptop,46-55,"[{""timestamp"": ""2025-04-18 10:31"", ""duration_min"": 144}, {""timestamp"": ""2025-04-01 10:31"", ""duration_min"": 80}, {""timestamp"": ""2025-05-18 10:31"", ""duration_min"": 134}]"
U153,The Shawshank Redemption,Drama,12,28.4,2025-05-19 10:31:25,1.0,True,gaming-console,36-45,"[{""timestamp"": ""2025-04-02 10:31"", ""duration_min"": 44}, {""timestamp"": ""2025-04-11 10:31"", ""duration_min"": 31}, {""timestamp"": ""2025-04-19 10:31"", ""duration_min"": 87}, {""timestamp"": ""2025-05-16 10:31"", ""duration_min"": 45}, {""timestamp"": ""2025-04-18 10:31"", ""duration_min"": 109}]"
U154,Inception,Sci-Fi,5,12.3,2025-05-14 10:31:25,1.0,True,tablet,36-45,"[{""timestamp"": ""2025-03-19 10:31"", ""duration_min"": 141}, {""timestamp"": ""2025-04-01 10:31"", ""duration_min"": 57}, {""timestamp"": ""2025-04-27 10:31"", ""duration_min"": 25}, {""timestamp"": ""2025-03-29 10:31"", ""duration_min"": 129}, {""timestamp"": ""2025-04-04 10:31"", ""duration_min"": 40}]"
U155,Se7en,Thriller,18,38.1,2025-04-17 10:31:25,4.0,True,mobile,56+,"[{""timestamp"": ""2025-04-04 10:31"", ""duration_min"": 77}]"
U156,Interstellar,Sci-Fi,17,47.9,2025-04-11 10:31:25,3.0,True,mobile,36-45,"[{""timestamp"": ""2025-02-28 10:31"", ""duration_min"": 145}]"
U157,The Shawshank Redemption,Drama,16,37.9,2025-06-17 10:31:25,2.0,True,mobile,26-35,"[{""timestamp"": ""2025-05-07 10:31"", ""duration_min"": 32}, {""timestamp"": ""2025-06-06 10:31"", ""duration_min"": 119}, {""timestamp"": ""2025-05-14 10:31"", ""duration_min"": 27}, {""timestamp"": ""2025-05-03 10:31"", ""duration_min"": 100}]"
U158,The Dark Knight,Action,9,22.8,2025-04-03 10:31:25,3.0,True,mobile,18-25,"[{""timestamp"": ""2025-02-12 10:31"", ""duration_min"": 63}, {""timestamp"": ""2025-03-27 10:31"", ""duration_min"": 33}, {""timestamp"": ""2025-03-17 10:31"", ""duration_min"": 62}, {""timestamp"": ""2025-02-10 10:31"", ""duration_min"": 110}, {""timestamp"": ""2025-03-17 10:31"", ""duration_min"": 140}]"
U159,The Silence of the Lambs,Thriller,4,7.9,2025-06-16 10:31:25,,True,mobile,18-25,"[{""timestamp"": ""2025-04-27 10:31"", ""duration_min"": 47}, {""timestamp"": ""2025-05-01 10:31"", ""duration_min"": 93}, {""timestamp"": ""2025-06-12 10:31"", ""duration_min"": 103}, {""timestamp"": ""2025-04-25 10:31"", ""duration_min"": 48}, {""timestamp"": ""2025-06-02 10:31"", ""duration_min"": 30}]"
U160,Se7en,Thriller,13,27.5,2025-04-18 10:31:25,5.0,True,laptop,56+,"[{""timestamp"": ""2025-04-04 10:31"", ""duration_min"": 73}, {""timestamp"": ""2025-03-26 10:31"", ""duration_min"": 93}, {""timestamp"": ""2025-03-14 10:31"", ""duration_min"": 77}]"
U161,The Dark Knight,Action,11,27.9,2025-05-23 10:31:25,4.0,False,smart-tv,46-55,"[{""timestamp"": ""2025-05-09 10:31"", ""duration_min"": 105}]"
U162,The Godfather,Crime,4,11.7,2025-05-09 10:31:25,1.0,True,mobile,26-35,"[{""timestamp"": ""2025-03-22 10:31"", ""duration_min"": 117}, {""timestamp"": ""2025-04-24 10:31"", ""duration_min"": 170}, {""timestamp"": ""2025-03-14 10:31"", ""duration_min"": 50}]"
U163,The Silence of the Lambs,Thriller,4,7.9,2025-05-13 10:31:25,3.0,False,tablet,46-55,"[{""timestamp"": ""2025-04-30 10:31"", ""duration_min"": 62}]"
U164,The Godfather,Crime,12,35.0,2025-03-30 10:31:25,4.0,True,gaming-console,46-55,"[{""timestamp"": ""2025-03-18 10:31"", ""duration_min"": 107}, {""timestamp"": ""2025-03-26 10:31"", ""duration_min"": 144}, {""timestamp"": ""2025-02-18 10:31"", ""duration_min"": 39}, {""timestamp"": ""2025-03-11 10:31"", ""duration_min"": 80}, {""timestamp"": ""2025-03-16 10:31"", ""duration_min"": 124}]"
U165,The Godfather,Crime,1,2.9,2025-06-15 10:31:25,3.0,False,smart-tv,56+,"[{""timestamp"": ""2025-05-05 10:31"", ""duration_min"": 107}, {""timestamp"": ""2025-06-08 10:31"", ""duration_min"": 40}, {""timestamp"": ""2025-06-09 10:31"", ""duration_min"": 91}, {""timestamp"": ""2025-05-14 10:31"", ""duration_min"": 93}, {""timestamp"": ""2025-04-24 10:31"", ""duration_min"": 162}]"
U166,Se7en,Thriller,6,12.7,2025-04-29 10:31:25,4.0,False,gaming-console,46-55,"[{""timestamp"": ""2025-04-08 10:31"", ""duration_min"": 32}]"
U167,Interstellar,Sci-Fi,17,47.9,2025-03-23 10:31:25,2.0,True,mobile,26-35,"[{""timestamp"": ""2025-02-06 10:31"", ""duration_min"": 103}, {""timestamp"": ""2025-02-23 10:31"", ""duration_min"": 153}, {""timestamp"": ""2025-03-15 10:31"", ""duration_min"": 48}]"
U168,Interstellar,Sci-Fi,18,50.7,2025-06-08 10:31:25,,False,laptop,46-55,"[{""timestamp"": ""2025-05-16 10:31"", ""duration_min"": 48}]"
U169,Inception,Sci-Fi,19,46.9,2025-04-06 10:31:25,3.0,False,gaming-console,26-35,"[{""timestamp"": ""2025-03-27 10:31"", ""duration_min"": 104}, {""timestamp"": ""2025-03-25 10:31"", ""duration_min"": 38}]"
U170,The Dark Knight,Action,20,50.7,2025-06-08 10:31:25,4.0,True,laptop,36-45,"[{""timestamp"": ""2025-05-17 10:31"", ""duration_min"": 66}, {""timestamp"": ""2025-05-20 10:31"", ""duration_min"": 68}, {""timestamp"": ""2025-05-19 10:31"", ""duration_min"": 66}, {""timestamp"": ""2025-05-27 10:31"", ""duration_min"": 34}, {""timestamp"": ""2025-05-20 10:31"", ""duration_min"": 38}]"
U171,Inception,Sci-Fi,20,49.3,2025-06-08 10:31:25,2.0,True,smart-tv,46-55,"[{""timestamp"": ""2025-05-26 10:31"", ""duration_min"": 91}, {""timestamp"": ""2025-05-13 10:31"", ""duration_min"": 105}, {""timestamp"": ""2025-05-09 10:31"", ""duration_min"": 55}]"
U172,The Silence of the Lambs,Thriller,6,11.8,2025-04-28 10:31:25,5.0,False,tablet,56+,"[{""timestamp"": ""2025-03-25 10:31"", ""duration_min"": 111}, {""timestamp"": ""2025-04-09 10:31"", ""duration_min"": 26}, {""timestamp"": ""2025-03-15 10:31"", ""duration_min"": 35}, {""timestamp"": ""2025-03-23 10:31"", ""duration_min"": 109}, {""timestamp"": ""2025-02-27 10:31"", ""duration_min"": 32}]"
U173,Mad Max: Fury Road,Action,15,30.0,2025-05-31 10:31:25,4.0,True,smart-tv,36-45,"[{""timestamp"": ""2025-05-05 10:31"", ""duration_min"": 116}, {""timestamp"": ""2025-04-01 10:31"", ""duration_min"": 40}, {""timestamp"": ""2025-04-24 10:31"", ""duration_min"": 67}, {""timestamp"": ""2025-05-07 10:31"", ""duration_min"": 112}, {""timestamp"": ""2025-04-15 10:31"", ""duration_min"": 109}]"
U174,Interstellar,Sci-Fi,4,11.3,2025-06-15 10:31:25,1.0,False,gaming-console,36-45,"[{""timestamp"": ""2025-04-30 10:31"", ""duration_min"": 41}, {""timestamp"": ""2025-04-17 10:31"", ""duration_min"": 151}, {""timestamp"": ""2025-04-21 10:31"", ""duration_min"": 57}]"
U175,Se7en,Thriller,5,10.6,2025-05-28 10:31:25,5.0,True,gaming-console,46-55,"[{""timestamp"": ""2025-05-10 10:31"", ""duration_min"": 106}, {""timestamp"": ""2025-04-22 10:31"", ""duration_min"": 104}, {""timestamp"": ""2025-05-19 10:31"", ""duration_min"": 48}, {""timestamp"": ""2025-05-15 10:31"", ""duration_min"": 80}, {""timestamp"": ""2025-05-19 10:31"", ""duration_min"": 66}]"
